7304	763
1403	410
1528	541
1307	323
1220	232
1696	710
1463	474
1202	220
1651	665
1658	672
1521	532
1594	606
1591	603
1609	621
1441	437
1310	326
1608	620
1138	157
1123	142
1192	211
1137	156
1150	171
1151	172
1181	200
1657	671
1656	670
1693	707
1182	201
1698	712
1691	705
1311	327
1252	267
1495	506
1184	203
1715	753
1699	713
1128	147
1522	533
1131	150
1140	161
1142	163
1214	231
1592	604
1198	216
1220	232
1400	406
